DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,VISITOR_ACRONYM,HOME_ACRONYM
2025-04-05,New York Knicks,,Atlanta Hawks,,NYK,ATL
2025-04-05,Memphis Grizzlies,,Detroit Pistons,,MEM,DET
2025-04-05,Minnesota Timberwolves,,Philadelphia 76ers,,MIN,PHI
2025-04-05,Milwaukee Bucks,,Miami Heat,,MIL,MIA
2025-04-05,Dallas Mavericks,,Los Angeles Clippers,,DAL,LAC
2025-04-06,Chicago Bulls,,Charlotte Hornets,,CHI,CHO
2025-04-06,Toronto Raptors,,Brooklyn Nets,,TOR,BRK
2025-04-06,Los Angeles Lakers,,Oklahoma City Thunder,,LAL,OKC
2025-04-06,Utah Jazz,,Atlanta Hawks,,UTA,ATL
2025-04-06,Washington Wizards,,Boston Celtics,,WAS,BOS
2025-04-06,Sacramento Kings,,Cleveland Cavaliers,,SAC,CLE
2025-04-06,San Antonio Spurs,,Portland Trail Blazers,,SAS,POR
2025-04-06,Orlando Magic,,New Orleans Pelicans,,ORL,NOP
2025-04-06,Phoenix Suns,,New York Knicks,,PHO,NYK
2025-04-06,Indiana Pacers,,Denver Nuggets,,IND,DEN
2025-04-06,Houston Rockets,,Golden State Warriors,,HOU,GSW
2025-04-07,Sacramento Kings,,Detroit Pistons,,SAC,DET
2025-04-07,Philadelphia 76ers,,Miami Heat,,PHI,MIA
2025-04-08,Memphis Grizzlies,,Charlotte Hornets,,MEM,CHO
2025-04-08,Chicago Bulls,,Cleveland Cavaliers,,CHI,CLE
2025-04-08,Washington Wizards,,Indiana Pacers,,WAS,IND
2025-04-08,Atlanta Hawks,,Orlando Magic,,ATL,ORL
2025-04-08,New Orleans Pelicans,,Brooklyn Nets,,NOP,BRK
2025-04-08,Boston Celtics,,New York Knicks,,BOS,NYK
2025-04-08,Minnesota Timberwolves,,Milwaukee Bucks,,MIN,MIL
2025-04-08,Los Angeles Lakers,,Oklahoma City Thunder,,LAL,OKC
2025-04-08,Golden State Warriors,,Phoenix Suns,,GSW,PHO
2025-04-08,San Antonio Spurs,,Los Angeles Clippers,,SAS,LAC
2025-04-09,Boston Celtics,,Orlando Magic,,BOS,ORL
2025-04-09,Philadelphia 76ers,,Washington Wizards,,PHI,WAS
2025-04-09,Los Angeles Lakers,,Dallas Mavericks,,LAL,DAL
2025-04-09,Charlotte Hornets,,Toronto Raptors,,CHO,TOR
2025-04-09,Miami Heat,,Chicago Bulls,,MIA,CHI
2025-04-09,New Orleans Pelicans,,Milwaukee Bucks,,NOP,MIL
2025-04-09,Portland Trail Blazers,,Utah Jazz,,POR,UTA
2025-04-09,San Antonio Spurs,,Golden State Warriors,,SAS,GSW
2025-04-09,Oklahoma City Thunder,,Phoenix Suns,,OKC,PHO
2025-04-09,Denver Nuggets,,Sacramento Kings,,DEN,SAC
2025-04-09,Houston Rockets,,Los Angeles Clippers,,HOU,LAC
2025-04-10,New York Knicks,,Detroit Pistons,,NYK,DET
2025-04-10,Cleveland Cavaliers,,Indiana Pacers,,CLE,IND
2025-04-10,Atlanta Hawks,,Brooklyn Nets,,ATL,BRK
2025-04-10,Minnesota Timberwolves,,Memphis Grizzlies,,MIN,MEM
2025-04-11,Milwaukee Bucks,,Detroit Pistons,,MIL,DET
2025-04-11,Orlando Magic,,Indiana Pacers,,ORL,IND
2025-04-11,Atlanta Hawks,,Philadelphia 76ers,,ATL,PHI
2025-04-11,Charlotte Hornets,,Boston Celtics,,CHO,BOS
2025-04-11,Cleveland Cavaliers,,New York Knicks,,CLE,NYK
2025-04-11,Washington Wizards,,Chicago Bulls,,WAS,CHI
2025-04-11,Miami Heat,,New Orleans Pelicans,,MIA,NOP
2025-04-11,Toronto Raptors,,Dallas Mavericks,,TOR,DAL
2025-04-11,Memphis Grizzlies,,Denver Nuggets,,MEM,DEN
2025-04-11,Brooklyn Nets,,Minnesota Timberwolves,,BRK,MIN
2025-04-11,Oklahoma City Thunder,,Utah Jazz,,OKC,UTA
2025-04-11,San Antonio Spurs,,Phoenix Suns,,SAS,PHO
2025-04-11,Golden State Warriors,,Portland Trail Blazers,,GSW,POR
2025-04-11,Los Angeles Clippers,,Sacramento Kings,,LAC,SAC
2025-04-11,Houston Rockets,,Los Angeles Lakers,,HOU,LAL
2025-04-13,Orlando Magic,,Atlanta Hawks,,ORL,ATL
2025-04-13,Charlotte Hornets,,Boston Celtics,,CHO,BOS
2025-04-13,New York Knicks,,Brooklyn Nets,,NYK,BRK
2025-04-13,Indiana Pacers,,Cleveland Cavaliers,,IND,CLE
2025-04-13,Washington Wizards,,Miami Heat,,WAS,MIA
2025-04-13,Detroit Pistons,,Milwaukee Bucks,,DET,MIL
2025-04-13,Chicago Bulls,,Philadelphia 76ers,,CHI,PHI
2025-04-13,Los Angeles Clippers,,Golden State Warriors,,LAC,GSW
2025-04-13,Denver Nuggets,,Houston Rockets,,DEN,HOU
2025-04-13,Dallas Mavericks,,Memphis Grizzlies,,DAL,MEM
2025-04-13,Utah Jazz,,Minnesota Timberwolves,,UTA,MIN
2025-04-13,Oklahoma City Thunder,,New Orleans Pelicans,,OKC,NOP
2025-04-13,Los Angeles Lakers,,Portland Trail Blazers,,LAL,POR
2025-04-13,Phoenix Suns,,Sacramento Kings,,PHO,SAC
2025-04-13,Toronto Raptors,,San Antonio Spurs,,TOR,SAS
